Initial train loss-0.0032025
Initial val loss-0.0032251
Epoch-0, train loss-0.0775984, val loss-0.0042424
Epoch-68, train loss-0.0006592, val loss-0.0015520
Epoch-69, train loss-0.0006862, val loss-0.0009707
Epoch-70, train loss-0.0006649, val loss-0.0009079
Epoch-71, train loss-0.0006581, val loss-0.0010388
Epoch-72, train loss-0.0006585, val loss-0.0010522
Epoch-73, train loss-0.0006592, val loss-0.0010222
Epoch-74, train loss-0.0006613, val loss-0.0009994
Epoch-75, train loss-0.0006581, val loss-0.0012327
Epoch-76, train loss-0.0006590, val loss-0.0011407
Epoch-77, train loss-0.0006589, val loss-0.0009827
Epoch-78, train loss-0.0006600, val loss-0.0009561
Epoch-79, train loss-0.0006602, val loss-0.0009700
Epoch-80, train loss-0.0006593, val loss-0.0014315
Epoch-81, train loss-0.0006613, val loss-0.0009775
Epoch-82, train loss-0.0006584, val loss-0.0013036
Epoch-83, train loss-0.0006582, val loss-0.0012397
Epoch-84, train loss-0.0006593, val loss-0.0008884
Epoch-85, train loss-0.0006589, val loss-0.0008321
Epoch-86, train loss-0.0006592, val loss-0.0010476
Epoch-87, train loss-0.0006594, val loss-0.0010628
Epoch-88, train loss-0.0006593, val loss-0.0009795
Epoch-89, train loss-0.0006600, val loss-0.0009819
Epoch-90, train loss-0.0006606, val loss-0.0008416
Epoch-91, train loss-0.0006583, val loss-0.0008578
Epoch-92, train loss-0.0006589, val loss-0.0007671
Epoch-93, train loss-0.0006589, val loss-0.0007576
Epoch-94, train loss-0.0006584, val loss-0.0008874
Epoch-95, train loss-0.0006585, val loss-0.0008195
Epoch-96, train loss-0.0006604, val loss-0.0007981
Epoch-97, train loss-0.0006581, val loss-0.0010534
Epoch-98, train loss-0.0006587, val loss-0.0006990
Epoch-99, train loss-0.0006584, val loss-0.0007217
Epoch-100, train loss-0.0006589, val loss-0.0009311
Epoch-101, train loss-0.0006582, val loss-0.0008259
Epoch-102, train loss-0.0006578, val loss-0.0007825
Epoch-103, train loss-0.0006574, val loss-0.0007879
Epoch-104, train loss-0.0006579, val loss-0.0010799
Epoch-105, train loss-0.0006588, val loss-0.0007734
Epoch-106, train loss-0.0006599, val loss-0.0007308
Epoch-107, train loss-0.0006580, val loss-0.0008983
Epoch-108, train loss-0.0006625, val loss-0.0007731
Epoch-109, train loss-0.0006573, val loss-0.0007652
Epoch-110, train loss-0.0006575, val loss-0.0007537
Epoch-111, train loss-0.0006574, val loss-0.0007497
Epoch-112, train loss-0.0006582, val loss-0.0007367
Epoch-113, train loss-0.0006580, val loss-0.0008096
Epoch-114, train loss-0.0006585, val loss-0.0007673
Epoch-115, train loss-0.0006583, val loss-0.0008575
Epoch-116, train loss-0.0006595, val loss-0.0008081
Epoch-117, train loss-0.0006588, val loss-0.0007546
Epoch-118, train loss-0.0006593, val loss-0.0009476
Epoch-119, train loss-0.0006578, val loss-0.0007730
Epoch-120, train loss-0.0006574, val loss-0.0008602
Epoch-121, train loss-0.0006588, val loss-0.0008514
Epoch-122, train loss-0.0006585, val loss-0.0007702
Epoch-123, train loss-0.0006575, val loss-0.0008382
Epoch-124, train loss-0.0006570, val loss-0.0008861
Epoch-125, train loss-0.0006576, val loss-0.0008244
Epoch-126, train loss-0.0006579, val loss-0.0009760
Epoch-127, train loss-0.0006581, val loss-0.0010160
Epoch-128, train loss-0.0006592, val loss-0.0010401
Epoch-129, train loss-0.0006581, val loss-0.0009964
Epoch-130, train loss-0.0006570, val loss-0.0010423
Epoch-131, train loss-0.0006572, val loss-0.0009747
Epoch-132, train loss-0.0006583, val loss-0.0007364
Epoch-133, train loss-0.0006584, val loss-0.0007937
Epoch-134, train loss-0.0006577, val loss-0.0017090
Epoch-135, train loss-0.0006571, val loss-0.0009382
Epoch-136, train loss-0.0006577, val loss-0.0011319
Epoch-137, train loss-0.0006577, val loss-0.0007222
Epoch-138, train loss-0.0006577, val loss-0.0008480
Epoch-139, train loss-0.0006575, val loss-0.0014542
Epoch-140, train loss-0.0006591, val loss-0.0008903
Epoch-141, train loss-0.0006574, val loss-0.0007268
Epoch-142, train loss-0.0006577, val loss-0.0007197
Epoch-143, train loss-0.0006575, val loss-0.0007320
Epoch-144, train loss-0.0006572, val loss-0.0007012
Epoch-145, train loss-0.0006579, val loss-0.0007233
Epoch-146, train loss-0.0006579, val loss-0.0015977
Epoch-147, train loss-0.0006576, val loss-0.0007497
Epoch-148, train loss-0.0006576, val loss-0.0007218
Epoch-149, train loss-0.0006571, val loss-0.0007594
Epoch-150, train loss-0.0006589, val loss-0.0011904
Epoch-151, train loss-0.0006579, val loss-0.0007162
Epoch-152, train loss-0.0006572, val loss-0.0006987
Epoch-153, train loss-0.0006577, val loss-0.0013243
Epoch-154, train loss-0.0006580, val loss-0.0009184
Epoch-155, train loss-0.0006579, val loss-0.0008161
Epoch-156, train loss-0.0006574, val loss-0.0007274
Epoch-157, train loss-0.0006573, val loss-0.0010363
Epoch-158, train loss-0.0006571, val loss-0.0007592
Epoch-159, train loss-0.0006571, val loss-0.0007482
Epoch-160, train loss-0.0006579, val loss-0.0007266
Epoch-161, train loss-0.0006577, val loss-0.0007903
Epoch-162, train loss-0.0006572, val loss-0.0008288
Epoch-163, train loss-0.0006573, val loss-0.0007117
Epoch-164, train loss-0.0006580, val loss-0.0013212
Epoch-165, train loss-0.0006573, val loss-0.0007392
Epoch-166, train loss-0.0006576, val loss-0.0009844
Epoch-167, train loss-0.0006579, val loss-0.0007276
Epoch-168, train loss-0.0006578, val loss-0.0007153
Epoch-169, train loss-0.0006577, val loss-0.0008469
Epoch-170, train loss-0.0006575, val loss-0.0007751
Epoch-171, train loss-0.0006569, val loss-0.0007263
Epoch-172, train loss-0.0006567, val loss-0.0007067
Epoch-173, train loss-0.0006567, val loss-0.0007075
Epoch-174, train loss-0.0006565, val loss-0.0007370
Epoch-175, train loss-0.0006563, val loss-0.0007515
Epoch-176, train loss-0.0006567, val loss-0.0007021
Epoch-177, train loss-0.0006563, val loss-0.0007077
Epoch-178, train loss-0.0006561, val loss-0.0007052
Epoch-179, train loss-0.0006562, val loss-0.0006996
Epoch-180, train loss-0.0006560, val loss-0.0006969
Epoch-181, train loss-0.0006555, val loss-0.0007067
Epoch-182, train loss-0.0006561, val loss-0.0008272
Epoch-183, train loss-0.0006557, val loss-0.0007006
Epoch-184, train loss-0.0006567, val loss-0.0007013
Epoch-185, train loss-0.0006564, val loss-0.0007031
Epoch-186, train loss-0.0006561, val loss-0.0007008
Epoch-187, train loss-0.0006556, val loss-0.0007025
Epoch-188, train loss-0.0006556, val loss-0.0007026
Epoch-189, train loss-0.0006552, val loss-0.0007146
Epoch-190, train loss-0.0006556, val loss-0.0007221
Epoch-191, train loss-0.0006552, val loss-0.0007054
Epoch-192, train loss-0.0006551, val loss-0.0007037
Epoch-193, train loss-0.0006556, val loss-0.0007091
Epoch-194, train loss-0.0006553, val loss-0.0006985
Epoch-195, train loss-0.0006554, val loss-0.0007070
Epoch-196, train loss-0.0006554, val loss-0.0007039
Epoch-197, train loss-0.0006554, val loss-0.0006989
Epoch-198, train loss-0.0006556, val loss-0.0006945
Epoch-199, train loss-0.0006556, val loss-0.0006955
Epoch-200, train loss-0.0006561, val loss-0.0007137
Epoch-201, train loss-0.0006556, val loss-0.0007782
Epoch-202, train loss-0.0006554, val loss-0.0006983
Epoch-203, train loss-0.0006552, val loss-0.0006930
Epoch-204, train loss-0.0006552, val loss-0.0006985
Epoch-205, train loss-0.0006555, val loss-0.0006929
Epoch-206, train loss-0.0006554, val loss-0.0006964
Epoch-207, train loss-0.0006549, val loss-0.0007315
Epoch-208, train loss-0.0006559, val loss-0.0007039
Epoch-209, train loss-0.0006554, val loss-0.0006922
Epoch-210, train loss-0.0006549, val loss-0.0006980
Epoch-211, train loss-0.0006552, val loss-0.0006957
Epoch-212, train loss-0.0006548, val loss-0.0007010
Epoch-213, train loss-0.0006552, val loss-0.0007775
Epoch-214, train loss-0.0006551, val loss-0.0007008
Epoch-215, train loss-0.0006553, val loss-0.0006968
Epoch-216, train loss-0.0006551, val loss-0.0007004
Epoch-217, train loss-0.0006552, val loss-0.0007000
Epoch-218, train loss-0.0006550, val loss-0.0006919
Epoch-219, train loss-0.0006549, val loss-0.0007417
Epoch-220, train loss-0.0006553, val loss-0.0006939
Epoch-221, train loss-0.0006548, val loss-0.0007273
Epoch-222, train loss-0.0006550, val loss-0.0007632
Epoch-223, train loss-0.0006551, val loss-0.0006999
Epoch-224, train loss-0.0006549, val loss-0.0006979
Epoch-225, train loss-0.0006546, val loss-0.0007002
Epoch-226, train loss-0.0006549, val loss-0.0007237
Epoch-227, train loss-0.0006547, val loss-0.0006947
Epoch-228, train loss-0.0006544, val loss-0.0006949
Epoch-229, train loss-0.0006555, val loss-0.0006962
Epoch-230, train loss-0.0006547, val loss-0.0006909
Epoch-231, train loss-0.0006549, val loss-0.0006912
Epoch-232, train loss-0.0006547, val loss-0.0006947
Epoch-233, train loss-0.0006546, val loss-0.0006941
Epoch-234, train loss-0.0006547, val loss-0.0006939
Epoch-235, train loss-0.0006554, val loss-0.0007017
Epoch-236, train loss-0.0006549, val loss-0.0006998
Epoch-237, train loss-0.0006550, val loss-0.0007220
Epoch-238, train loss-0.0006549, val loss-0.0006948
Epoch-239, train loss-0.0006552, val loss-0.0006969
Epoch-240, train loss-0.0006547, val loss-0.0006955
Epoch-241, train loss-0.0006549, val loss-0.0006898
Epoch-242, train loss-0.0006545, val loss-0.0006995
Epoch-243, train loss-0.0006547, val loss-0.0006904
Epoch-244, train loss-0.0006548, val loss-0.0006934
Epoch-245, train loss-0.0006553, val loss-0.0007029
Epoch-246, train loss-0.0006556, val loss-0.0006923
Epoch-247, train loss-0.0006545, val loss-0.0006960
Epoch-248, train loss-0.0006552, val loss-0.0006965
Epoch-249, train loss-0.0006544, val loss-0.0006915
Epoch-250, train loss-0.0006543, val loss-0.0006923
Epoch-251, train loss-0.0006548, val loss-0.0006928
Epoch-252, train loss-0.0006548, val loss-0.0006953
Epoch-253, train loss-0.0006550, val loss-0.0006906
Epoch-254, train loss-0.0006546, val loss-0.0006954
Epoch-255, train loss-0.0006548, val loss-0.0007195
Epoch-256, train loss-0.0006544, val loss-0.0006907
Epoch-257, train loss-0.0006550, val loss-0.0006942
Epoch-258, train loss-0.0006549, val loss-0.0007348
Epoch-259, train loss-0.0006549, val loss-0.0006944
Epoch-260, train loss-0.0006548, val loss-0.0006925
Epoch-261, train loss-0.0006546, val loss-0.0007083
Epoch-262, train loss-0.0006543, val loss-0.0006955
Epoch-263, train loss-0.0006545, val loss-0.0006936
Epoch-264, train loss-0.0006543, val loss-0.0007003
Epoch-265, train loss-0.0006550, val loss-0.0006923
Epoch-266, train loss-0.0006547, val loss-0.0006960
Epoch-267, train loss-0.0006544, val loss-0.0007005
Epoch-268, train loss-0.0006550, val loss-0.0006963
Epoch-269, train loss-0.0008276, val loss-0.0006938
Epoch-270, train loss-0.0006743, val loss-0.0006938
Epoch-271, train loss-0.0006741, val loss-0.0006938
Epoch-272, train loss-0.0006742, val loss-0.0006938
Epoch-273, train loss-0.0006741, val loss-0.0006938
Epoch-274, train loss-0.0006742, val loss-0.0006938
Epoch-275, train loss-0.0006742, val loss-0.0006938
Epoch-276, train loss-0.0006743, val loss-0.0006938
Epoch-277, train loss-0.0006738, val loss-0.0006938
Epoch-278, train loss-0.0006742, val loss-0.0006938
Epoch-279, train loss-0.0006739, val loss-0.0006938
Epoch-280, train loss-0.0006738, val loss-0.0006938
Epoch-281, train loss-0.0006737, val loss-0.0006938
Epoch-282, train loss-0.0006736, val loss-0.0006938
Epoch-283, train loss-0.0006731, val loss-0.0006940
Epoch-284, train loss-0.0006690, val loss-0.0006938
Epoch-285, train loss-0.0006599, val loss-0.0006938
Epoch-286, train loss-0.0006580, val loss-0.0006940
Epoch-287, train loss-0.0006574, val loss-0.0006940
Epoch-288, train loss-0.0006573, val loss-0.0006942
Epoch-289, train loss-0.0006571, val loss-0.0006941
Epoch-290, train loss-0.0006570, val loss-0.0006945
Epoch-291, train loss-0.0006570, val loss-0.0006950
Epoch-292, train loss-0.0006571, val loss-0.0006950
Epoch-293, train loss-0.0006570, val loss-0.0006951
Epoch-294, train loss-0.0006567, val loss-0.0006952
Epoch-295, train loss-0.0006562, val loss-0.0006950
Epoch-296, train loss-0.0006563, val loss-0.0007175
Epoch-297, train loss-0.0006566, val loss-0.0008693
Epoch-298, train loss-0.0006560, val loss-0.0010391
Epoch-299, train loss-0.0006556, val loss-0.0011030
Epoch-300, train loss-0.0006560, val loss-0.0010284
Epoch-301, train loss-0.0006557, val loss-0.0008948
Epoch-302, train loss-0.0006557, val loss-0.0009830
Epoch-303, train loss-0.0006559, val loss-0.0009564
Epoch-304, train loss-0.0006556, val loss-0.0007800
Epoch-305, train loss-0.0006555, val loss-0.0008417
Epoch-306, train loss-0.0006550, val loss-0.0007738
Epoch-307, train loss-0.0006558, val loss-0.0007735
Epoch-308, train loss-0.0006552, val loss-0.0007012
Epoch-309, train loss-0.0006555, val loss-0.0007354
Epoch-310, train loss-0.0006553, val loss-0.0007353
Epoch-311, train loss-0.0006551, val loss-0.0007644
Epoch-312, train loss-0.0006555, val loss-0.0007790
Epoch-313, train loss-0.0006554, val loss-0.0007273
Epoch-314, train loss-0.0006551, val loss-0.0007552
Epoch-315, train loss-0.0006555, val loss-0.0007122
Epoch-316, train loss-0.0006552, val loss-0.0007620
Epoch-317, train loss-0.0006551, val loss-0.0007357
Epoch-318, train loss-0.0006552, val loss-0.0007898
Epoch-319, train loss-0.0006548, val loss-0.0007562
Epoch-320, train loss-0.0006553, val loss-0.0007295
Epoch-321, train loss-0.0006547, val loss-0.0007589
Epoch-322, train loss-0.0006548, val loss-0.0007445
Epoch-323, train loss-0.0006551, val loss-0.0007355
Epoch-324, train loss-0.0006550, val loss-0.0007784
Epoch-325, train loss-0.0006553, val loss-0.0007648
Epoch-326, train loss-0.0006552, val loss-0.0007940
Epoch-327, train loss-0.0006549, val loss-0.0007601
Epoch-328, train loss-0.0006550, val loss-0.0007564
Epoch-329, train loss-0.0006551, val loss-0.0007215
Epoch-330, train loss-0.0006550, val loss-0.0007371
Epoch-331, train loss-0.0006552, val loss-0.0007568
Epoch-332, train loss-0.0006551, val loss-0.0007476
Epoch-333, train loss-0.0006547, val loss-0.0007788
Epoch-334, train loss-0.0006553, val loss-0.0007682
Epoch-335, train loss-0.0006551, val loss-0.0007295
Epoch-336, train loss-0.0006548, val loss-0.0007227
Epoch-337, train loss-0.0006553, val loss-0.0007358
Epoch-338, train loss-0.0006548, val loss-0.0007551
Epoch-339, train loss-0.0006547, val loss-0.0007319
Epoch-340, train loss-0.0006548, val loss-0.0007694
Epoch-341, train loss-0.0006549, val loss-0.0007295
Epoch-342, train loss-0.0006549, val loss-0.0007397
Epoch-343, train loss-0.0006550, val loss-0.0007040
Epoch-344, train loss-0.0006546, val loss-0.0008183
Epoch-345, train loss-0.0006545, val loss-0.0007834
Epoch-346, train loss-0.0006548, val loss-0.0006961
Epoch-347, train loss-0.0006548, val loss-0.0007526
Epoch-348, train loss-0.0006548, val loss-0.0007109
Epoch-349, train loss-0.0006545, val loss-0.0007116
Epoch-350, train loss-0.0006551, val loss-0.0007388
Epoch-351, train loss-0.0006548, val loss-0.0007026
Epoch-352, train loss-0.0006546, val loss-0.0007167
Epoch-353, train loss-0.0006545, val loss-0.0007162
Epoch-354, train loss-0.0006545, val loss-0.0007607
Epoch-355, train loss-0.0006546, val loss-0.0006966
Epoch-356, train loss-0.0006548, val loss-0.0006976
Epoch-357, train loss-0.0006544, val loss-0.0007170
Epoch-358, train loss-0.0006547, val loss-0.0007133
Epoch-359, train loss-0.0006548, val loss-0.0007208
Epoch-360, train loss-0.0006546, val loss-0.0007341
Epoch-361, train loss-0.0006548, val loss-0.0006952
Epoch-362, train loss-0.0006547, val loss-0.0007061
Epoch-363, train loss-0.0006549, val loss-0.0007249
Epoch-364, train loss-0.0006547, val loss-0.0006993
Epoch-365, train loss-0.0006547, val loss-0.0006988
Epoch-366, train loss-0.0006547, val loss-0.0007076
Epoch-367, train loss-0.0006544, val loss-0.0006978
Epoch-368, train loss-0.0006546, val loss-0.0007011
Epoch-369, train loss-0.0006543, val loss-0.0007063
Epoch-370, train loss-0.0006546, val loss-0.0007015
Epoch-371, train loss-0.0006547, val loss-0.0007095
Epoch-372, train loss-0.0006545, val loss-0.0007114
Epoch-373, train loss-0.0006543, val loss-0.0006996
Epoch-374, train loss-0.0006546, val loss-0.0006963
Epoch-375, train loss-0.0006548, val loss-0.0007117
Epoch-376, train loss-0.0006547, val loss-0.0007178
Epoch-377, train loss-0.0006545, val loss-0.0007219
Epoch-378, train loss-0.0006546, val loss-0.0006950
Epoch-379, train loss-0.0006546, val loss-0.0006996
Epoch-380, train loss-0.0006547, val loss-0.0007069
Epoch-381, train loss-0.0006545, val loss-0.0007075
Epoch-382, train loss-0.0006545, val loss-0.0007129
Epoch-383, train loss-0.0006540, val loss-0.0007049
Epoch-384, train loss-0.0006541, val loss-0.0006991
Epoch-385, train loss-0.0006548, val loss-0.0006958
Epoch-386, train loss-0.0006546, val loss-0.0006970
Epoch-387, train loss-0.0006544, val loss-0.0007136
Epoch-388, train loss-0.0006544, val loss-0.0006931
Epoch-389, train loss-0.0006544, val loss-0.0007043
Epoch-390, train loss-0.0006542, val loss-0.0006993
Epoch-391, train loss-0.0006546, val loss-0.0006999
Epoch-392, train loss-0.0006547, val loss-0.0006989
Epoch-393, train loss-0.0006543, val loss-0.0006933
Epoch-394, train loss-0.0006546, val loss-0.0006976
Epoch-395, train loss-0.0006545, val loss-0.0006936
Epoch-396, train loss-0.0006543, val loss-0.0006931
Epoch-397, train loss-0.0006548, val loss-0.0006930
Epoch-398, train loss-0.0006544, val loss-0.0007026
Epoch-399, train loss-0.0006543, val loss-0.0007020
Epoch-400, train loss-0.0006536, val loss-0.0007042
Epoch-401, train loss-0.0006541, val loss-0.0006952
Epoch-402, train loss-0.0006543, val loss-0.0006928
Epoch-403, train loss-0.0006543, val loss-0.0006932
Epoch-404, train loss-0.0006543, val loss-0.0007152
Epoch-405, train loss-0.0006542, val loss-0.0006932
Epoch-406, train loss-0.0006543, val loss-0.0006955
Epoch-407, train loss-0.0006544, val loss-0.0006930
Epoch-408, train loss-0.0006543, val loss-0.0006953
Epoch-409, train loss-0.0006539, val loss-0.0007039
Epoch-410, train loss-0.0006539, val loss-0.0006951
Epoch-411, train loss-0.0006539, val loss-0.0006949
Epoch-412, train loss-0.0006539, val loss-0.0006931
Epoch-413, train loss-0.0006541, val loss-0.0006934
Epoch-414, train loss-0.0006542, val loss-0.0006926
Epoch-415, train loss-0.0006542, val loss-0.0006926
Epoch-416, train loss-0.0006543, val loss-0.0006970
Epoch-417, train loss-0.0006541, val loss-0.0006927
Epoch-418, train loss-0.0006538, val loss-0.0006924
Epoch-419, train loss-0.0006540, val loss-0.0006924
Epoch-420, train loss-0.0006542, val loss-0.0006947
Epoch-421, train loss-0.0006539, val loss-0.0006950
Epoch-422, train loss-0.0006540, val loss-0.0006923
Epoch-423, train loss-0.0006540, val loss-0.0006925
Epoch-424, train loss-0.0006541, val loss-0.0006993
Epoch-425, train loss-0.0006540, val loss-0.0006922
Epoch-426, train loss-0.0006539, val loss-0.0006947
Epoch-427, train loss-0.0006544, val loss-0.0006925
Epoch-428, train loss-0.0006539, val loss-0.0006962
Epoch-429, train loss-0.0006539, val loss-0.0006938
Epoch-430, train loss-0.0006545, val loss-0.0006929
Epoch-431, train loss-0.0006540, val loss-0.0006931
Epoch-432, train loss-0.0006537, val loss-0.0006922
Epoch-433, train loss-0.0006536, val loss-0.0006955
Epoch-434, train loss-0.0006541, val loss-0.0006923
Epoch-435, train loss-0.0006542, val loss-0.0006955
Epoch-436, train loss-0.0006540, val loss-0.0006935
Epoch-437, train loss-0.0006539, val loss-0.0006962
Epoch-438, train loss-0.0006537, val loss-0.0006959
Epoch-439, train loss-0.0006540, val loss-0.0006925
Epoch-440, train loss-0.0006534, val loss-0.0006954
Epoch-441, train loss-0.0006536, val loss-0.0006966
Epoch-442, train loss-0.0006538, val loss-0.0006957
Epoch-443, train loss-0.0006534, val loss-0.0006955
Epoch-444, train loss-0.0006538, val loss-0.0006947
Epoch-445, train loss-0.0006535, val loss-0.0006955
Epoch-446, train loss-0.0006533, val loss-0.0006954
Epoch-447, train loss-0.0006537, val loss-0.0006968
Epoch-448, train loss-0.0006534, val loss-0.0006963
Epoch-449, train loss-0.0006534, val loss-0.0006948
Epoch-450, train loss-0.0006533, val loss-0.0006962
Epoch-451, train loss-0.0006536, val loss-0.0006947
Epoch-452, train loss-0.0006533, val loss-0.0006952
Epoch-453, train loss-0.0006535, val loss-0.0006948
Epoch-454, train loss-0.0006534, val loss-0.0006951
Epoch-455, train loss-0.0006535, val loss-0.0006962
Epoch-456, train loss-0.0006536, val loss-0.0006966
Epoch-457, train loss-0.0006531, val loss-0.0006946
Epoch-458, train loss-0.0006534, val loss-0.0006947
Epoch-459, train loss-0.0006533, val loss-0.0006951
Epoch-460, train loss-0.0006534, val loss-0.0006968
Epoch-461, train loss-0.0006535, val loss-0.0006962
Epoch-462, train loss-0.0006531, val loss-0.0006958
Epoch-463, train loss-0.0006532, val loss-0.0006959
Epoch-464, train loss-0.0006532, val loss-0.0006959
Epoch-465, train loss-0.0006532, val loss-0.0006957
Epoch-466, train loss-0.0006533, val loss-0.0006955
Epoch-467, train loss-0.0006533, val loss-0.0006965
Epoch-468, train loss-0.0006530, val loss-0.0006959
Epoch-469, train loss-0.0006531, val loss-0.0006954
Epoch-470, train loss-0.0006533, val loss-0.0006950
Epoch-471, train loss-0.0006531, val loss-0.0006970
Epoch-472, train loss-0.0006528, val loss-0.0006948
Epoch-473, train loss-0.0006532, val loss-0.0006954
Epoch-474, train loss-0.0006530, val loss-0.0006944
Epoch-475, train loss-0.0006525, val loss-0.0006956
Epoch-476, train loss-0.0006532, val loss-0.0006943
Epoch-477, train loss-0.0006529, val loss-0.0006962
Epoch-478, train loss-0.0006526, val loss-0.0006952
Epoch-479, train loss-0.0006525, val loss-0.0006951
Epoch-480, train loss-0.0006533, val loss-0.0006967
Epoch-481, train loss-0.0006530, val loss-0.0006955
Epoch-482, train loss-0.0006529, val loss-0.0006947
Epoch-483, train loss-0.0006529, val loss-0.0006951
Epoch-484, train loss-0.0006532, val loss-0.0006948
Epoch-485, train loss-0.0006530, val loss-0.0006972
Epoch-486, train loss-0.0006527, val loss-0.0006967
Epoch-487, train loss-0.0006528, val loss-0.0006945
Epoch-488, train loss-0.0006525, val loss-0.0006962
Epoch-489, train loss-0.0006525, val loss-0.0006954
Epoch-490, train loss-0.0006527, val loss-0.0006932
Epoch-491, train loss-0.0006527, val loss-0.0006944
Epoch-492, train loss-0.0006527, val loss-0.0006927
Epoch-493, train loss-0.0006527, val loss-0.0006964
Epoch-494, train loss-0.0006526, val loss-0.0006928
Epoch-495, train loss-0.0006527, val loss-0.0006940
Epoch-496, train loss-0.0006526, val loss-0.0006989
Epoch-497, train loss-0.0006527, val loss-0.0006923
Epoch-498, train loss-0.0006524, val loss-0.0006926
Epoch-499, train loss-0.0006529, val loss-0.0006997
Epoch-500, train loss-0.0006527, val loss-0.0007018
Epoch-501, train loss-0.0006521, val loss-0.0006930
Epoch-502, train loss-0.0006525, val loss-0.0006924
Epoch-503, train loss-0.0006523, val loss-0.0007163
Epoch-504, train loss-0.0006522, val loss-0.0006924
Epoch-505, train loss-0.0006521, val loss-0.0006926
Epoch-506, train loss-0.0006519, val loss-0.0006972
Epoch-507, train loss-0.0006520, val loss-0.0006946
Epoch-508, train loss-0.0006516, val loss-0.0006969
Epoch-509, train loss-0.0006520, val loss-0.0006927
Epoch-510, train loss-0.0006521, val loss-0.0007014
Epoch-511, train loss-0.0006520, val loss-0.0006940
Epoch-512, train loss-0.0006521, val loss-0.0006929
Epoch-513, train loss-0.0006515, val loss-0.0006949
Epoch-514, train loss-0.0006518, val loss-0.0006949
